CustomerKey,Prefix,FirstName,LastName,BirthDate,MaritalStatus,Gender,EmailAddress,AnnualIncome,TotalChildren,EducationLevel,Occupation,HomeOwner,FullName
12916,Mrs.,Natalie,Ross,1970-05-23,M,F,natalie26@adventure-works.com,60000.0,1.0,Graduate Degree,Professional,Y,Mrs. Natalie Ross
12917,Mrs.,Vanessa,Russell,1970-03-02,M,F,vanessa20@adventure-works.com,70000.0,4.0,Graduate Degree,Professional,Y,Mrs. Vanessa Russell
12918,Mrs.,Brooke,Murphy,1970-02-13,M,F,brooke13@adventure-works.com,80000.0,2.0,Graduate Degree,Professional,Y,Mrs. Brooke Murphy
12920,Mrs.,Kelly,Henderson,1967-09-13,S,F,kelly9@adventure-works.com,70000.0,2.0,Bachelors,Skilled Manual,Y,Mrs. Kelly Henderson
12921,Mr.,Wyatt,Lee,1966-07-03,S,M,wyatt23@adventure-works.com,60000.0,3.0,Bachelors,Skilled Manual,N,Mr. Wyatt Lee
12923,Mr.,Fernando,Wright,1966-08-21,S,M,fernando26@adventure-works.com,60000.0,3.0,Bachelors,Skilled Manual,Y,Mr. Fernando Wright
12924,Mr.,Devon,Chande,1966-10-09,M,M,devon12@adventure-works.com,60000.0,3.0,Bachelors,Skilled Manual,Y,Mr. Devon Chande
12925,Ms.,Mackenzie,Blue,1966-08-13,M,F,mackenzie12@adventure-works.com,60000.0,0.0,Graduate Degree,Professional,Y,Ms. Mackenzie Blue
12926,Mrs.,Sara,Murphy,1966-07-18,M,F,sara16@adventure-works.com,70000.0,4.0,Graduate Degree,Professional,Y,Mrs. Sara Murphy
12927,Mrs.,Savannah,Sanchez,1966-06-13,M,F,savannah25@adventure-works.com,70000.0,4.0,Graduate Degree,Professional,Y,Mrs. Savannah Sanchez
12928,Mrs.,Carol,Wright,1969-11-10,M,F,carol15@adventure-works.com,60000.0,2.0,Graduate Degree,Professional,Y,Mrs. Carol Wright
12929,Mrs.,Vanessa,Bryant,1969-03-05,M,F,vanessa19@adventure-works.com,70000.0,5.0,Graduate Degree,Professional,Y,Mrs. Vanessa Bryant
12930,Mrs.,Grace,Harris,1969-05-16,M,F,grace13@adventure-works.com,70000.0,5.0,Graduate Degree,Professional,Y,Mrs. Grace Harris
12931,Mrs.,Ann,Fernandez,1969-10-05,S,F,ann20@adventure-works.com,70000.0,5.0,Graduate Degree,Professional,Y,Mrs. Ann Fernandez
12932,Mr.,Tyler,Johnson,1969-11-10,M,M,tyler4@adventure-works.com,70000.0,5.0,Graduate Degree,Professional,Y,Mr. Tyler Johnson
12933,Mr.,Jonathan,Hall,1969-02-10,M,M,jonathan52@adventure-works.com,70000.0,5.0,Graduate Degree,Professional,N,Mr. Jonathan Hall
12934,Mr.,Jason,Foster,1969-11-12,S,M,jason13@adventure-works.com,80000.0,3.0,Graduate Degree,Professional,Y,Mr. Jason Foster
12935,Mr.,Robert,Hill,1969-05-04,M,M,robert54@adventure-works.com,80000.0,3.0,Graduate Degree,Professional,Y,Mr. Robert Hill
12937,Ms.,Megan,Wilson,1965-01-04,S,F,megan10@adventure-works.com,40000.0,0.0,Bachelors,Professional,N,Ms. Megan Wilson
12938,Mr.,Edward,Parker,1965-02-08,S,M,edward19@adventure-works.com,40000.0,0.0,Bachelors,Professional,N,Mr. Edward Parker
12939,Mr.,Eduardo,Parker,1965-04-02,S,M,eduardo41@adventure-works.com,80000.0,3.0,Bachelors,Skilled Manual,Y,Mr. Eduardo Parker
12940,Mr.,Steven,Rogers,1965-03-24,M,M,steven29@adventure-works.com,80000.0,3.0,Bachelors,Skilled Manual,Y,Mr. Steven Rogers
12941,Mrs.,Maria,Morgan,1965-05-10,S,F,maria6@adventure-works.com,80000.0,3.0,Bachelors,Skilled Manual,Y,Mrs. Maria Morgan
12942,Mrs.,Morgan,Harris,1965-11-15,S,F,morgan35@adventure-works.com,80000.0,3.0,Bachelors,Skilled Manual,Y,Mrs. Morgan Harris
12943,Mr.,Caleb,Perez,1965-02-17,S,M,caleb32@adventure-works.com,80000.0,3.0,Bachelors,Skilled Manual,Y,Mr. Caleb Perez
12944,Mr.,Jose,Jai,1965-07-21,M,M,jose26@adventure-works.com,80000.0,4.0,Bachelors,Skilled Manual,Y,Mr. Jose Jai
12945,Ms.,Jessica,Bailey,1965-03-24,M,F,jessica9@adventure-works.com,60000.0,0.0,Graduate Degree,Professional,Y,Ms. Jessica Bailey
12946,Mr.,Seth,Allen,1965-12-04,M,M,seth24@adventure-works.com,60000.0,0.0,Graduate Degree,Professional,Y,Mr. Seth Allen
12947,Mr.,Isaiah,Sanchez,1964-02-17,S,M,isaiah17@adventure-works.com,40000.0,0.0,Bachelors,Professional,N,Mr. Isaiah Sanchez
12948,Mr.,Adam,Kumar,1964-10-02,M,M,adam24@adventure-works.com,50000.0,5.0,Bachelors,Skilled Manual,Y,Mr. Adam Kumar
12949,Mrs.,Morgan,Rivera,1964-12-19,S,F,morgan55@adventure-works.com,50000.0,5.0,Bachelors,Skilled Manual,Y,Mrs. Morgan Rivera
12950,Mrs.,Mary,Adams,1964-10-15,S,F,mary29@adventure-works.com,50000.0,5.0,Bachelors,Skilled Manual,Y,Mrs. Mary Adams
12951,Mr.,Blake,Simmons,1963-12-06,S,M,blake63@adventure-works.com,40000.0,0.0,Bachelors,Professional,N,Mr. Blake Simmons
12952,Ms.,Jennifer,Hughes,1968-12-15,S,F,jennifer85@adventure-works.com,60000.0,0.0,Bachelors,Professional,N,Ms. Jennifer Hughes
12953,Mrs.,Catherine,Cooper,1963-11-12,S,F,catherine15@adventure-works.com,60000.0,3.0,Graduate Degree,Professional,Y,Mrs. Catherine Cooper
12954,Mr.,Pedro,Diaz,1962-08-22,M,M,pedro23@adventure-works.com,70000.0,1.0,Bachelors,Professional,N,Mr. Pedro Diaz
12955,Mrs.,Theresa,Hernandez,1962-09-10,S,F,theresa0@adventure-works.com,70000.0,1.0,Bachelors,Professional,Y,Mrs. Theresa Hernandez
12956,Mr.,Marshall,Sun,1962-03-11,S,M,marshall12@adventure-works.com,70000.0,1.0,Bachelors,Professional,Y,Mr. Marshall Sun
12957,Mrs.,Isabella,Lopez,1962-08-26,S,F,isabella52@adventure-works.com,70000.0,1.0,Bachelors,Professional,N,Mrs. Isabella Lopez
12958,Mrs.,Jennifer,Campbell,1962-07-27,S,F,jennifer9@adventure-works.com,70000.0,1.0,Bachelors,Professional,N,Mrs. Jennifer Campbell
12959,Mrs.,Sydney,Carter,1962-05-24,S,F,sydney51@adventure-works.com,70000.0,1.0,Bachelors,Professional,Y,Mrs. Sydney Carter
12960,Mrs.,Ashley,Lewis,1962-11-12,S,F,ashley22@adventure-works.com,70000.0,1.0,Bachelors,Professional,N,Mrs. Ashley Lewis
12961,Mrs.,Kimberly,Murphy,1962-05-15,M,F,kimberly17@adventure-works.com,70000.0,1.0,Partial College,Skilled Manual,Y,Mrs. Kimberly Murphy
12962,Mrs.,Jennifer,Edwards,1962-04-22,M,F,jennifer5@adventure-works.com,70000.0,1.0,Partial College,Skilled Manual,Y,Mrs. Jennifer Edwards
12963,Mr.,Marcus,Anderson,1962-10-25,M,M,marcus10@adventure-works.com,70000.0,1.0,Partial College,Skilled Manual,Y,Mr. Marcus Anderson
12964,Mr.,Xavier,Russell,1962-05-14,M,M,xavier60@adventure-works.com,70000.0,1.0,Partial College,Skilled Manual,Y,Mr. Xavier Russell
12965,Mr.,Cody,Bell,1961-09-19,M,M,cody14@adventure-works.com,40000.0,4.0,High School,Skilled Manual,Y,Mr. Cody Bell
12966,Mr.,Dennis,Zhu,1961-03-09,M,M,dennis15@adventure-works.com,40000.0,4.0,High School,Skilled Manual,Y,Mr. Dennis Zhu
12967,Mr.,Fernando,Rodriguez,1961-04-10,M,M,fernando18@adventure-works.com,40000.0,4.0,High School,Skilled Manual,Y,Mr. Fernando Rodriguez
12968,Mrs.,Paige,Butler,1961-12-19,M,F,paige13@adventure-works.com,60000.0,1.0,Partial College,Skilled Manual,Y,Mrs. Paige Butler
12969,Mr.,Richard,Rodriguez,1960-06-02,M,M,richard14@adventure-works.com,40000.0,4.0,High School,Skilled Manual,N,Mr. Richard Rodriguez
12970,Mrs.,Angela,Powell,1960-07-17,S,F,angela11@adventure-works.com,40000.0,4.0,High School,Skilled Manual,Y,Mrs. Angela Powell
12971,Mr.,Carl,Nara,1960-03-02,M,M,carl16@adventure-works.com,40000.0,0.0,Bachelors,Professional,N,Mr. Carl Nara
12972,Ms.,Carolyn,Suri,1967-06-22,S,F,carolyn1@adventure-works.com,70000.0,0.0,Partial College,Skilled Manual,N,Ms. Carolyn Suri
12973,Mr.,Adrian,Howard,1967-03-12,S,M,adrian13@adventure-works.com,70000.0,0.0,Partial College,Skilled Manual,Y,Mr. Adrian Howard
12974,Mr.,Marc,Gill,1967-02-28,S,M,marc17@adventure-works.com,60000.0,0.0,Graduate Degree,Professional,Y,Mr. Marc Gill
12975,Mr.,Marcus,Wilson,1967-04-18,S,M,marcus7@adventure-works.com,60000.0,0.0,Graduate Degree,Professional,N,Mr. Marcus Wilson
12976,Mr.,Hunter,Thompson,1967-06-21,S,M,hunter47@adventure-works.com,60000.0,0.0,Graduate Degree,Professional,N,Mr. Hunter Thompson
12977,Ms.,Destiny,Johnson,1967-02-23,S,F,destiny1@adventure-works.com,60000.0,0.0,Graduate Degree,Professional,N,Ms. Destiny Johnson
12978,Mrs.,Danielle,James,1928-11-15,M,F,danielle10@adventure-works.com,20000.0,3.0,High School,Skilled Manual,N,Mrs. Danielle James
12979,Mrs.,Christina,Ward,1960-08-19,M,F,christina10@adventure-works.com,60000.0,1.0,Partial College,Skilled Manual,Y,Mrs. Christina Ward
12980,Mr.,Max,Moyer,1959-08-14,M,M,max10@adventure-works.com,80000.0,2.0,Graduate Degree,Professional,Y,Mr. Max Moyer
12981,Mr.,Joe,Sanz,1959-04-16,S,M,joe43@adventure-works.com,80000.0,3.0,Graduate Degree,Professional,Y,Mr. Joe Sanz
12982,Mrs.,Brittany,Patterson,1958-05-20,M,F,brittany9@adventure-works.com,80000.0,1.0,Partial College,Skilled Manual,Y,Mrs. Brittany Patterson
12983,Mrs.,Gabriella,Carter,1958-12-21,M,F,gabriella33@adventure-works.com,60000.0,1.0,Bachelors,Professional,Y,Mrs. Gabriella Carter
12984,Mr.,Adam,Young,1958-02-06,M,M,adam48@adventure-works.com,60000.0,1.0,Bachelors,Professional,Y,Mr. Adam Young
12985,Mrs.,Hailey,Roberts,1958-05-11,M,F,hailey46@adventure-works.com,70000.0,5.0,Graduate Degree,Professional,Y,Mrs. Hailey Roberts
12986,Mrs.,Rachel,Garcia,1958-09-07,M,F,rachel19@adventure-works.com,80000.0,5.0,Graduate Degree,Professional,Y,Mrs. Rachel Garcia
12987,Mrs.,Felicia,Moreno,1969-05-12,M,F,felicia5@adventure-works.com,90000.0,1.0,Graduate Degree,Management,N,Mrs. Felicia Moreno
12988,Mrs.,Barbara,Goel,1969-01-26,S,F,barbara47@adventure-works.com,90000.0,1.0,Graduate Degree,Management,Y,Mrs. Barbara Goel
12989,Mrs.,Carly,Goel,1969-11-13,M,F,carly17@adventure-works.com,100000.0,1.0,Graduate Degree,Management,Y,Mrs. Carly Goel
12990,Mrs.,Leslie,Hernandez,1969-10-15,S,F,leslie4@adventure-works.com,100000.0,1.0,Graduate Degree,Management,Y,Mrs. Leslie Hernandez
12991,Mr.,Jésus,Serrano,1968-03-12,M,M,jésus15@adventure-works.com,60000.0,2.0,Bachelors,Professional,Y,Mr. Jésus Serrano
12992,Mr.,Ernest,Zeng,1968-10-21,M,M,ernest20@adventure-works.com,60000.0,2.0,Bachelors,Professional,Y,Mr. Ernest Zeng
12993,Mr.,Xavier,Henderson,1968-12-26,M,M,xavier46@adventure-works.com,60000.0,2.0,Bachelors,Professional,Y,Mr. Xavier Henderson
12994,Mrs.,Anna,Martinez,1970-04-09,S,F,anna55@adventure-works.com,80000.0,4.0,Graduate Degree,Management,Y,Mrs. Anna Martinez
12995,Mr.,Grant,Nara,1970-09-02,M,M,grant18@adventure-works.com,80000.0,5.0,Graduate Degree,Management,Y,Mr. Grant Nara
12996,Mrs.,Jaclyn,Liu,1970-05-13,M,F,jaclyn4@adventure-works.com,90000.0,2.0,Bachelors,Professional,Y,Mrs. Jaclyn Liu
12997,Mrs.,Nina,Xie,1968-05-11,M,F,nina3@adventure-works.com,60000.0,2.0,Bachelors,Professional,Y,Mrs. Nina Xie
12998,Mrs.,Mayra,Mehta,1968-01-11,S,F,mayra14@adventure-works.com,60000.0,2.0,Bachelors,Professional,N,Mrs. Mayra Mehta
12999,Mrs.,Nichole,Shen,1967-06-20,S,F,nichole2@adventure-works.com,70000.0,5.0,Bachelors,Professional,Y,Mrs. Nichole Shen
13000,Mr.,Rafael,Raje,1969-09-20,M,M,rafael38@adventure-works.com,110000.0,1.0,Graduate Degree,Management,Y,Mr. Rafael Raje
13001,Mr.,Clarence,Zhang,1969-09-06,S,M,clarence37@adventure-works.com,130000.0,1.0,Graduate Degree,Management,Y,Mr. Clarence Zhang
13002,Mr.,Roger,Cai,1967-08-22,M,M,roger25@adventure-works.com,80000.0,5.0,Graduate Degree,Management,N,Mr. Roger Cai
13003,Mrs.,Jill,Hernandez,1967-01-20,M,F,jill11@adventure-works.com,80000.0,5.0,Graduate Degree,Management,Y,Mrs. Jill Hernandez
13004,Mr.,Randy,Chen,1967-05-04,M,M,randy4@adventure-works.com,80000.0,5.0,Graduate Degree,Management,N,Mr. Randy Chen
13005,Mrs.,Desiree,Alvarez,1966-08-15,M,F,desiree0@adventure-works.com,80000.0,5.0,Graduate Degree,Management,N,Mrs. Desiree Alvarez
13006,Ms.,Whitney,Rana,1966-04-21,S,F,whitney10@adventure-works.com,90000.0,0.0,Bachelors,Professional,N,Ms. Whitney Rana
13007,Mrs.,Brooke,Ward,1965-10-05,S,F,brooke11@adventure-works.com,60000.0,2.0,Bachelors,Professional,N,Mrs. Brooke Ward
13008,Mr.,Alberto,Muñoz,1965-07-09,M,M,alberto8@adventure-works.com,60000.0,3.0,Bachelors,Professional,Y,Mr. Alberto Muñoz
13009,Mrs.,Mindy,She,1965-03-11,M,F,mindy4@adventure-works.com,60000.0,3.0,Bachelors,Professional,Y,Mrs. Mindy She
13010,Mrs.,Erica,Ye,1965-08-16,M,F,erica9@adventure-works.com,60000.0,3.0,Bachelors,Professional,Y,Mrs. Erica Ye
13011,Ms.,Anne,Ortega,1965-05-04,S,F,anne22@adventure-works.com,70000.0,0.0,Bachelors,Professional,N,Ms. Anne Ortega
13012,Ms.,Krystal,Hu,1965-09-24,S,F,krystal20@adventure-works.com,70000.0,0.0,Bachelors,Professional,N,Ms. Krystal Hu
13013,Mr.,Vincent,Ye,1964-11-08,M,M,vincent9@adventure-works.com,60000.0,4.0,Bachelors,Professional,N,Mr. Vincent Ye
13014,Mr.,James,Clark,1968-07-13,M,M,james92@adventure-works.com,100000.0,2.0,Bachelors,Management,Y,Mr. James Clark
13015,Mrs.,Rebecca,Parker,1968-07-11,S,F,rebecca10@adventure-works.com,100000.0,2.0,Bachelors,Management,N,Mrs. Rebecca Parker
13016,Mr.,Antonio,Bryant,1968-07-04,M,M,antonio18@adventure-works.com,110000.0,1.0,Graduate Degree,Management,Y,Mr. Antonio Bryant
13017,Mr.,Xavier,Alexander,1979-02-16,M,M,xavier59@adventure-works.com,30000.0,0.0,Partial College,Skilled Manual,Y,Mr. Xavier Alexander
13018,Mr.,Brendan,Xie,1944-10-11,M,M,brendan3@adventure-works.com,10000.0,5.0,High School,Skilled Manual,Y,Mr. Brendan Xie
13019,Ms.,Destiny,Murphy,1979-03-01,S,F,destiny31@adventure-works.com,60000.0,0.0,Partial College,Skilled Manual,Y,Ms. Destiny Murphy
13020,Mr.,Madalena,Sanchez,1945-05-10,M,M,madalena0@adventure-works.com,10000.0,2.0,Partial High School,Clerical,Y,Mr. Madalena Sanchez
13021,Mrs.,Kendra,Diaz,1946-07-09,S,F,kendra3@adventure-works.com,30000.0,2.0,Partial College,Clerical,Y,Mrs. Kendra Diaz
13022,Mr.,Rafael,Ma,1947-08-24,M,M,rafael17@adventure-works.com,10000.0,2.0,Partial High School,Clerical,Y,Mr. Rafael Ma
13023,Mrs.,Dominique,Raman,1947-02-27,S,F,dominique9@adventure-works.com,20000.0,4.0,High School,Skilled Manual,Y,Mrs. Dominique Raman
13024,Mr.,Marc,Moreno,1947-03-09,M,M,marc10@adventure-works.com,30000.0,2.0,Partial College,Clerical,N,Mr. Marc Moreno
13025,Mr.,Reginald,Serrano,1947-11-19,M,M,reginald2@adventure-works.com,30000.0,2.0,Partial College,Clerical,N,Mr. Reginald Serrano
13026,Mrs.,Colleen,Zheng,1948-04-15,S,F,colleen20@adventure-works.com,10000.0,2.0,Partial High School,Clerical,Y,Mrs. Colleen Zheng
13027,Mr.,Jeremy,Patterson,1977-12-11,S,M,jeremy27@adventure-works.com,40000.0,0.0,Partial High School,Clerical,Y,Mr. Jeremy Patterson
13028,Mr.,Dalton,Thompson,1977-09-17,S,M,dalton14@adventure-works.com,30000.0,0.0,Partial College,Skilled Manual,Y,Mr. Dalton Thompson
13029,Ms.,Jennifer,Foster,1977-09-05,S,F,jennifer89@adventure-works.com,30000.0,0.0,Partial College,Skilled Manual,N,Ms. Jennifer Foster
13030,Ms.,Sophia,Lopez,1977-07-13,S,F,sophia19@adventure-works.com,60000.0,0.0,Partial College,Skilled Manual,Y,Ms. Sophia Lopez
13031,Mr.,Hunter,Shan,1977-02-16,S,M,hunter26@adventure-works.com,60000.0,0.0,Partial College,Skilled Manual,N,Mr. Hunter Shan
13032,Mr.,Kevin,Baker,1977-04-09,M,M,kevin45@adventure-works.com,70000.0,0.0,Partial College,Skilled Manual,Y,Mr. Kevin Baker
13033,Mr.,Xavier,Gonzalez,1976-11-20,S,M,xavier31@adventure-works.com,60000.0,0.0,Partial College,Skilled Manual,N,Mr. Xavier Gonzalez
13034,Mrs.,Kelsey,Yuan,1949-02-27,S,F,kelsey6@adventure-works.com,20000.0,2.0,Partial High School,Clerical,Y,Mrs. Kelsey Yuan
13035,Mrs.,Kristy,Torres,1950-11-03,M,F,kristy11@adventure-works.com,30000.0,3.0,Partial College,Clerical,N,Mrs. Kristy Torres
13036,Mrs.,Virginia,Subram,1950-02-03,S,F,virginia15@adventure-works.com,30000.0,3.0,Partial College,Clerical,Y,Mrs. Virginia Subram
13037,Mr.,Terrence,Pal,1950-04-26,M,M,terrence12@adventure-works.com,30000.0,3.0,High School,Skilled Manual,N,Mr. Terrence Pal
13038,Mr.,Wilson,Pais,1950-02-01,M,M,wilson0@adventure-works.com,40000.0,2.0,Bachelors,Management,N,Mr. Wilson Pais
13039,Ms.,Trisha,Ma,1980-08-20,S,F,trisha10@adventure-works.com,20000.0,0.0,Partial College,Skilled Manual,N,Ms. Trisha Ma
13040,Mr.,Roy,Gonzalez,1951-09-20,M,M,roy19@adventure-works.com,30000.0,3.0,High School,Skilled Manual,Y,Mr. Roy Gonzalez
13041,Mr.,Cameron,Brown,1951-11-05,M,M,cameron45@adventure-works.com,30000.0,3.0,High School,Skilled Manual,N,Mr. Cameron Brown
13042,Mrs.,Alison,Pal,1951-09-21,M,F,alison12@adventure-works.com,30000.0,3.0,High School,Skilled Manual,Y,Mrs. Alison Pal
13043,Mrs.,Brenda,Madan,1952-04-25,M,F,brenda11@adventure-works.com,30000.0,3.0,High School,Skilled Manual,N,Mrs. Brenda Madan
13044,Mrs.,Katrina,Jai,1952-01-23,M,F,katrina10@adventure-works.com,30000.0,3.0,High School,Skilled Manual,N,Mrs. Katrina Jai
13045,Mrs.,Anne,Gomez,1952-11-13,M,F,anne2@adventure-works.com,30000.0,3.0,High School,Skilled Manual,Y,Mrs. Anne Gomez
13046,Mr.,Jonathan,Rodriguez,1952-10-05,M,M,jonathan74@adventure-works.com,30000.0,3.0,High School,Skilled Manual,Y,Mr. Jonathan Rodriguez
13047,Mr.,Rodney,Vazquez,1952-09-02,M,M,rodney10@adventure-works.com,40000.0,2.0,Partial College,Clerical,N,Mr. Rodney Vazquez
13048,Mrs.,Alexis,Hayes,1952-06-26,M,F,alexis46@adventure-works.com,40000.0,2.0,Partial College,Skilled Manual,Y,Mrs. Alexis Hayes
13049,Mrs.,Autumn,Wang,1953-07-06,M,F,autumn1@adventure-works.com,40000.0,3.0,Partial College,Skilled Manual,N,Mrs. Autumn Wang
13050,Mr.,Dennis,Zeng,1953-12-19,M,M,dennis24@adventure-works.com,40000.0,3.0,Partial College,Skilled Manual,N,Mr. Dennis Zeng
13051,Mr.,Ethan,Jones,1954-11-27,S,M,ethan33@adventure-works.com,80000.0,2.0,Partial College,Skilled Manual,N,Mr. Ethan Jones
13052,Mr.,Jared,Morris,1975-11-11,S,M,jared20@adventure-works.com,40000.0,0.0,Partial College,Skilled Manual,N,Mr. Jared Morris
13053,Mr.,Vincent,Lu,1975-05-16,S,M,vincent11@adventure-works.com,40000.0,0.0,Partial College,Skilled Manual,N,Mr. Vincent Lu
13054,Mr.,Bryce,Ward,1975-09-17,M,M,bryce11@adventure-works.com,40000.0,0.0,Partial College,Skilled Manual,Y,Mr. Bryce Ward
13055,Mr.,Patrick,Gray,1975-10-19,S,M,patrick12@adventure-works.com,30000.0,0.0,High School,Skilled Manual,Y,Mr. Patrick Gray
13056,Ms.,Morgan,Blue,1975-09-23,S,F,morgan52@adventure-works.com,30000.0,0.0,High School,Skilled Manual,Y,Ms. Morgan Blue
13057,Ms.,Destiny,Powell,1975-06-21,S,F,destiny57@adventure-works.com,30000.0,0.0,High School,Skilled Manual,Y,Ms. Destiny Powell
13058,Mr.,Ramon,Huang,1975-08-16,M,M,ramon5@adventure-works.com,30000.0,0.0,High School,Skilled Manual,Y,Mr. Ramon Huang
13059,Mr.,Keith,Deng,1975-02-15,M,M,keith3@adventure-works.com,30000.0,0.0,High School,Skilled Manual,Y,Mr. Keith Deng
13060,Mr.,Eugene,Zhu,1975-06-09,M,M,eugene18@adventure-works.com,30000.0,0.0,High School,Skilled Manual,Y,Mr. Eugene Zhu
13061,Mr.,Ethan,Anderson,1974-06-01,S,M,ethan43@adventure-works.com,40000.0,0.0,High School,Skilled Manual,N,Mr. Ethan Anderson
13062,Mr.,Eduardo,Williams,1974-07-09,S,M,eduardo2@adventure-works.com,40000.0,0.0,High School,Skilled Manual,Y,Mr. Eduardo Williams
13063,Ms.,Jessica,Johnson,1974-03-14,S,F,jessica48@adventure-works.com,40000.0,0.0,High School,Skilled Manual,Y,Ms. Jessica Johnson
13064,Mr.,Dalton,Parker,1974-03-17,S,M,dalton42@adventure-works.com,40000.0,0.0,High School,Skilled Manual,N,Mr. Dalton Parker
13065,Ms.,Morgan,Gonzalez,1974-04-21,S,F,morgan14@adventure-works.com,30000.0,0.0,High School,Skilled Manual,N,Ms. Morgan Gonzalez
13066,Mr.,Carson,Perry,1974-09-25,S,M,carson6@adventure-works.com,30000.0,0.0,High School,Skilled Manual,N,Mr. Carson Perry
13067,Ms.,Olivia,Garcia,1974-11-25,S,F,olivia15@adventure-works.com,30000.0,0.0,High School,Skilled Manual,Y,Ms. Olivia Garcia
13068,Ms.,Alexandria,Morris,1974-02-18,S,F,alexandria39@adventure-works.com,30000.0,0.0,High School,Skilled Manual,N,Ms. Alexandria Morris
13069,Mr.,Adam,Green,1974-08-19,M,M,adam45@adventure-works.com,30000.0,0.0,High School,Skilled Manual,Y,Mr. Adam Green
13070,Ms.,Emma,Clark,1973-10-18,S,F,emma18@adventure-works.com,60000.0,0.0,Partial College,Skilled Manual,Y,Ms. Emma Clark
13071,Mr.,Thomas,Walker,1973-05-11,M,M,thomas82@adventure-works.com,60000.0,0.0,Partial College,Skilled Manual,Y,Mr. Thomas Walker
13072,Ms.,Emma,Rogers,1973-11-02,S,F,emma27@adventure-works.com,70000.0,0.0,Partial College,Professional,Y,Ms. Emma Rogers
13073,Ms.,Sydney,Lopez,1976-01-12,M,F,sydney62@adventure-works.com,60000.0,0.0,Partial College,Professional,Y,Ms. Sydney Lopez
13074,Ms.,Grace,Hughes,1976-09-12,M,F,grace59@adventure-works.com,60000.0,0.0,Partial College,Professional,Y,Ms. Grace Hughes
13075,Mr.,Kelvin,Lin,1955-04-11,M,M,kelvin27@adventure-works.com,80000.0,2.0,High School,Skilled Manual,N,Mr. Kelvin Lin
13076,Mr.,Craig,Munoz,1955-03-03,S,M,craig8@adventure-works.com,80000.0,2.0,High School,Skilled Manual,N,Mr. Craig Munoz
13077,Mr.,Alejandro,Goel,1956-05-24,S,M,alejandro44@adventure-works.com,70000.0,2.0,High School,Skilled Manual,N,Mr. Alejandro Goel
13078,Mrs.,Michele,Chande,1956-01-22,S,F,michele15@adventure-works.com,70000.0,2.0,High School,Skilled Manual,Y,Mrs. Michele Chande
13079,Mr.,Edwin,Bhat,1957-02-26,S,M,edwin43@adventure-works.com,80000.0,2.0,High School,Professional,N,Mr. Edwin Bhat
13080,Mrs.,Denise,Mehta,1957-05-18,S,F,denise15@adventure-works.com,80000.0,2.0,High School,Professional,N,Mrs. Denise Mehta
13081,Mrs.,Krista,Ruiz,1957-03-24,S,F,krista2@adventure-works.com,80000.0,2.0,High School,Professional,N,Mrs. Krista Ruiz
13082,Mr.,Juan,Peterson,1958-02-24,S,M,juan15@adventure-works.com,130000.0,0.0,Graduate Degree,Management,Y,Mr. Juan Peterson
13083,Ms.,Jordyn,Butler,1973-02-26,S,F,jordyn14@adventure-works.com,70000.0,0.0,Partial College,Professional,Y,Ms. Jordyn Butler
13084,Mr.,Luis,Hughes,1974-10-14,S,M,luis10@adventure-works.com,30000.0,0.0,High School,Professional,N,Mr. Luis Hughes
13085,Mr.,Daniel,Harris,1974-03-19,S,M,daniel10@adventure-works.com,30000.0,0.0,Partial High School,Skilled Manual,Y,Mr. Daniel Harris
13086,Mr.,Blake,Nelson,1974-05-20,S,M,blake36@adventure-works.com,60000.0,0.0,Partial College,Professional,Y,Mr. Blake Nelson
13087,Mr.,Jeremy,Collins,1974-11-08,S,M,jeremy19@adventure-works.com,60000.0,0.0,Partial College,Professional,Y,Mr. Jeremy Collins
13088,Ms.,Megan,Powell,1974-02-23,S,F,megan58@adventure-works.com,60000.0,0.0,Partial College,Professional,N,Ms. Megan Powell
13089,Mrs.,Elizabeth,Alexander,1959-09-01,M,F,elizabeth47@adventure-works.com,120000.0,1.0,Bachelors,Management,Y,Mrs. Elizabeth Alexander
13090,Mr.,Wayne,Tang,1959-06-01,S,M,wayne5@adventure-works.com,130000.0,0.0,Graduate Degree,Management,N,Mr. Wayne Tang
13091,Ms.,Deanna,Martin,1959-08-11,S,F,deanna25@adventure-works.com,130000.0,0.0,Graduate Degree,Management,N,Ms. Deanna Martin
13092,Mr.,William,Walker,1966-11-04,M,M,william29@adventure-works.com,130000.0,0.0,Graduate Degree,Management,Y,Mr. William Walker
13093,Mrs.,Michelle,James,1957-10-15,S,F,michelle9@adventure-works.com,80000.0,2.0,Partial High School,Skilled Manual,N,Mrs. Michelle James
13094,Mr.,Antonio,Diaz,1957-03-23,M,M,antonio22@adventure-works.com,60000.0,2.0,High School,Professional,N,Mr. Antonio Diaz
13095,Mr.,Jordan,Griffin,1957-07-24,S,M,jordan18@adventure-works.com,60000.0,2.0,High School,Professional,Y,Mr. Jordan Griffin
13096,Mr.,Jonathan,Chen,1957-10-20,M,M,jonathan24@adventure-works.com,60000.0,2.0,High School,Professional,N,Mr. Jonathan Chen
13097,Mr.,Dalton,Hughes,1957-05-14,M,M,dalton57@adventure-works.com,60000.0,2.0,High School,Professional,N,Mr. Dalton Hughes
13098,Mr.,Miguel,Russell,1957-10-07,M,M,miguel66@adventure-works.com,60000.0,2.0,High School,Professional,N,Mr. Miguel Russell
